"","Country.Name","Country.Code","Year","Cash.Surplus","GDP","Population"
"1","Afghanistan","AFG",2006,-2.02786009648,7057598406.61553,25893450
"2","Afghanistan","AFG",2007,-1.73123021369,9843842455.48323,26616792
"3","Afghanistan","AFG",2008,-2.31424986559,10190529882.4878,27294031
"4","Afghanistan","AFG",2009,0.281700159017,12486943505.7381,28004331
"5","Afghanistan","AFG",2010,1.49556676873,15936800636.2487,28803167
"6","Afghanistan","AFG",2011,-0.626409395981,17930239399.8149,29708599
"7","Afghanistan","AFG",2012,-0.621107949138,20536542736.7297,30696958
"8","Albania","ALB",1995,-8.90831843919,2424499009.14264,3187784
"9","Albania","ALB",1996,-10.1847091619,3314898291.75235,3168033
"10","Albania","ALB",1997,-12.121090804,2359903108.38446,3148281
"11","Albania","ALB",1998,-9.55616257204,2707123772.16195,3128530
"12","Albania","ALB",2002,-6.67839261865,4435078647.74817,3051010
"13","Albania","ALB",2003,-2.8359871017,5746945912.58082,3039616
"14","Albania","ALB",2004,-3.04455724394,7314865175.6199,3026939
"15","Algeria","DZA",1994,-3.98437831184,42542571305.5136,28362253
"16","Algeria","DZA",1995,-1.26183082771,41764052457.8814,28904298
"17","Algeria","DZA",1996,2.96295696353,46941496779.8499,29411415
"18","Algeria","DZA",1997,2.28300126116,48177862501.9495,29886839
"19","Algeria","DZA",1998,-3.57632911431,48187747528.899,30335732
"20","Algeria","DZA",1999,-0.345438935809,48640574566.6476,30765613
"21","Algeria","DZA",2000,9.70144338109,54790245600.5846,31183660
"22","Algeria","DZA",2001,4.36468127205,54744714396.1666,31592153
"23","Algeria","DZA",2002,1.16300333585,56760288973.6703,31995046
"24","Algeria","DZA",2003,5.50674576358,67863829880.4832,32403514
"25","Algeria","DZA",2004,5.30929889947,85324998813.604,32831096
"26","Algeria","DZA",2005,13.3948704305,103198228458.588,33288437
"27","Algeria","DZA",2006,13.1805222738,117027304746.54,33777915
"28","Algeria","DZA",2007,4.97493467343,134977087734.008,34300076
"29","Algeria","DZA",2008,9.27913360369,171000691877.714,34860715
"30","Algeria","DZA",2009,-4.49177473633,137211039898.193,35465760
"31","Algeria","DZA",2010,0.407202933722,161207268655.392,36117637
"32","Algeria","DZA",2011,-0.2828934418,200019057307.655,36819558
"33","Angola","AGO",1999,4.28333152408,6152922942.98032,15949766
"34","Angola","AGO",2000,26.2691041378,9129594818.60749,16440924
"35","Angola","AGO",2001,10.4185082723,8936063723.20121,16983266
"36","Angola","AGO",2002,1.67339018044,12497346669.6684,17572649
"37","Angola","AGO",2003,-12.1901061297,14188949190.618,18203369
"38","Angola","AGO",2004,12.7438389854,19640848728.8937,18865716
"39","Angola","AGO",2005,0.899323738177,28233712830.9035,19552542
"40","Angola","AGO",2006,24.3139391972,41789478661.3096,20262399
"41","Angola","AGO",2007,14.652529421,60448921272.2326,20997687
"42","Angola","AGO",2008,7.21600298768,84178032716.0971,21759420
"43","Angola","AGO",2009,-10.9819021387,75492384801.3695,22549547
"44","Angola","AGO",2010,0.859708441245,82470913120.7314,23369131
"45","Angola","AGO",2011,11.4431362258,104115923082.737,24218565
"46","Angola","AGO",2012,6.66144576579,115398371427.673,25096150
"47","Antigua and Barbuda","ATG",2000,-5.32517543547,830158768.888889,83584
"48","Antigua and Barbuda","ATG",2001,-9.76466207089,800740257.407407,85057
"49","Antigua and Barbuda","ATG",2002,-10.2315401694,814615323.703704,86266
"50","Antigua and Barbuda","ATG",2003,-5.54676118089,855643099.62963,87293
"51","Antigua and Barbuda","ATG",2004,-2.6921600342,919577142.592592,88257
"52","Antigua and Barbuda","ATG",2005,15.7042004484,1022191294.07407,89253
"53","Antigua and Barbuda","ATG",2006,-7.00841339146,1157005441.48148,90301
"54","Antigua and Barbuda","ATG",2007,-5.75411563624,1311401318.88889,91381
"55","Antigua and Barbuda","ATG",2008,-6.0750258546,1368431037.03704,92478
"56","Antigua and Barbuda","ATG",2009,-10.9998808832,1224253000,93581
"57","Antigua and Barbuda","ATG",2010,-1.38292944509,1152469074.07407,94661
"58","Antigua and Barbuda","ATG",2011,-4.3464300076,1142042925.92593,95719
"59","Antigua and Barbuda","ATG",2012,-1.34041441064,1211411703.7037,96777
"60","Armenia","ARM",2003,-0.739865922212,2807061008.69084,3017806
"61","Armenia","ARM",2004,-0.848435545378,3576615240.41616,3000612
"62","Armenia","ARM",2005,-1.00431858663,4900469950.09033,2981259
"63","Armenia","ARM",2006,-0.300422797422,6384451606.1421,2958500
"64","Armenia","ARM",2007,-0.566883682178,9206301700.39619,2933056
"65","Armenia","ARM",2008,-0.542749555115,11662040713.8753,2908220
"66","Armenia","ARM",2009,-7.60081536696,8647936747.98704,2888584
"67","Armenia","ARM",2010,-4.96766177398,9260284937.79782,2877311
"68","Armenia","ARM",2011,-2.76440681102,10142111334.4961,2875581
"69","Armenia","ARM",2012,-1.3043816809,10619320048.5857,2881922
"70","Australia","AUS",1972,2.34415423725,52003504672.8972,13177000
"71","Australia","AUS",1973,0.991772113702,63782190903.2671,13380000
"72","Australia","AUS",1974,2.15990968556,88906411201.1791,13723000
"73","Australia","AUS",1975,0.800360091711,97226546497.3372,13893000
"74","Australia","AUS",1976,-1.07276007216,104974158578.092,14033000
"75","Australia","AUS",1977,-0.657408082681,110266116081.67,14192000
"76","Australia","AUS",1978,-1.45784833798,118400631626.438,14358000
"77","Australia","AUS",1979,-1.4906098333,134793820288.538,14514000
"78","Australia","AUS",1980,-0.664110486543,149887465181.059,14692000
"79","Australia","AUS",1981,0.0808981669659,176804829908.278,14927000
"80","Australia","AUS",1982,0.509954075644,193954540439.148,15178000
"81","Australia","AUS",1983,-1.35966606178,177176415535.798,15369000
"82","Australia","AUS",1984,-2.90490275584,193503894222.061,15544000
"83","Australia","AUS",1985,-1.33373633484,180470967247.066,15758000
"84","Australia","AUS",1986,-0.688390756884,182281757134.863,16018400
"85","Australia","AUS",1987,0.469669236665,189375992588.671,16263900
"86","Australia","AUS",1988,1.42727530829,236135768335.274,16532200
"87","Australia","AUS",1989,2.54274154957,299941372852.374,16814400
"88","Australia","AUS",1990,1.658310328,311425933051.174,17065100
"89","Australia","AUS",1991,0.0932946166363,326068597441.331,17284000
"90","Australia","AUS",1992,-2.73593316672,325692532492.502,17495000
"91","Australia","AUS",1993,-3.8250504685,312372821810.006,17667000
"92","Australia","AUS",1994,-3.64347478585,323216879972.328,17855000
"93","Australia","AUS",1999,0.253449072057,389146509587.668,18926000
"94","Australia","AUS",2000,1.69827825308,415446209885.072,19153000
"95","Australia","AUS",2001,0.535293182704,378899860470.108,19413000
"96","Australia","AUS",2002,-0.744105295014,394635830891.586,19651400
"97","Australia","AUS",2003,0.529273645719,466853232382.062,19895400
"98","Australia","AUS",2004,0.538587566395,613329776639.636,20127400
"99","Australia","AUS",2005,0.764050139219,693764095624.718,20394800
"100","Australia","AUS",2006,1.24887971819,747572626534.891,20697900
"101","Australia","AUS",2007,1.16646138565,853764622752.61,20827600
"102","Australia","AUS",2008,1.47121123927,1055334825425.25,21249200
"103","Australia","AUS",2009,-2.90450460571,927168310999.853,21691700
"104","Australia","AUS",2010,-4.03116293452,1142876772659.21,22031750
"105","Australia","AUS",2011,-3.67251976351,1390557034407.97,22340024
"106","Australia","AUS",2012,-3.03196547927,1538194473087.23,22728254
"107","Australia","AUS",2013,-1.46964378375,1567178619062.28,23117353
"108","Australia","AUS",2014,-1.84566490258,1459597906912.7,23460694
"109","Austria","AUT",1972,2.1191272065,22059612417.4058,7544201
"110","Austria","AUT",1973,0.733729344239,29515467987.912,7586115
"111","Austria","AUT",1974,0.909820261792,35189299985.2768,7599038
"112","Austria","AUT",1975,-1.65946628154,40059206763.056,7578903
"113","Austria","AUT",1976,-2.20859234956,42959976068.1138,7565525
"114","Austria","AUT",1977,-1.58612481026,51545759220.7143,7568430
"115","Austria","AUT",1978,-1.67092121963,62052258694.2102,7562305
"116","Austria","AUT",1979,-1.17644381511,73937296654.6577,7549425
"117","Austria","AUT",1980,-0.792201263538,82058912465.4329,7549433
"118","Austria","AUT",1981,-0.76024875577,71034228097.4598,7568710
"119","Austria","AUT",1982,-2.30351156842,71275287327.5793,7574140
"120","Austria","AUT",1983,-3.18562750937,72121016623.2572,7561910
"121","Austria","AUT",1984,-2.11712070294,67985345161.9558,7561434
"122","Austria","AUT",1985,-2.41384810127,69386774474.5943,7564985
"123","Austria","AUT",1986,-3.38250857266,99036165209.5539,7569794
"124","Austria","AUT",1987,-3.97362750983,124168442860.253,7574586
"125","Austria","AUT",1988,-3.3414696596,133339397080.129,7585317
"126","Austria","AUT",1989,-2.6246319334,133105805928.237,7619567
"127","Austria","AUT",1990,-3.30111172642,166463386663.439,7677850
"128","Austria","AUT",1991,-3.38493128608,173794177725.398,7754891
"129","Austria","AUT",1992,-2.54004524691,195078126346.106,7840709
"130","Austria","AUT",1993,-4.28458375125,190379720927.481,7905633
"131","Austria","AUT",1994,-4.22590695745,203535242741.838,7936118
"132","Austria","AUT",1995,-6.8615186025,241038283062.645,7948278
"133","Austria","AUT",1996,-5.6531074351,237250948791.266,7959017
"134","Austria","AUT",1997,-4.06911103455,212790348404.555,7968041
"135","Austria","AUT",1998,-4.10299971623,218259904401.956,7976789
"136","Austria","AUT",1999,-3.71627771401,217185787342.851,7992324
"137","Austria","AUT",2000,-3.02468920729,196799778883.361,8011566
"138","Austria","AUT",2001,-1.97229223218,197337879194.631,8042293
"139","Austria","AUT",2002,-2.33842601843,213377771503.858,8081957
"140","Austria","AUT",2003,-2.79700504283,261695778781.038,8121423
"141","Austria","AUT",2004,-5.66190299812,300904221504.842,8171966
"142","Austria","AUT",2005,-3.78024909682,315974418604.651,8227829
"143","Austria","AUT",2006,-3.46577949699,335998557270.104,8268641
"144","Austria","AUT",2007,-2.49583389172,388691445387.353,8295487
"145","Austria","AUT",2008,-2.5983934814,430294287388.311,8321496
"146","Austria","AUT",2009,-5.64463904821,400172297860.517,8343323
"147","Austria","AUT",2010,-3.18419699451,391892746544.69,8363404
"148","Austria","AUT",2011,-2.13887308789,431120310088.82,8391643
"149","Austria","AUT",2012,-1.94243398528,409425234155.263,8429991
"150","Austria","AUT",2013,-1.16809347374,430068712971.867,8479375
"151","Austria","AUT",2014,-2.53281876826,441885415805.825,8541575
"152","Azerbaijan","AZE",1994,-11.1673135343,3313739673.54738,7597000
"153","Azerbaijan","AZE",1995,-3.13139938139,3052467522.36104,7685000
"154","Azerbaijan","AZE",1996,-2.36301891211,3176749593.11788,7763000
"155","Azerbaijan","AZE",1997,-3.96762794939,3962710163.11167,7838250
"156","Azerbaijan","AZE",1998,-4.94163842563,4446396217.63265,7913000
"157","Azerbaijan","AZE",1999,-4.66623753669,4581222442.45783,7982750
"158","Azerbaijan","AZE",2008,19.5663872916,48852482960.0779,8763400
"159","Azerbaijan","AZE",2009,7.57046753648,44291490420.5026,8947243
"160","Azerbaijan","AZE",2010,15.4463675968,52902703376.1056,9054332
"161","Azerbaijan","AZE",2011,12.8562651204,65951627200.2026,9173082
"162","Azerbaijan","AZE",2012,6.05556070006,69684317718.9409,9295784
"163","Bahrain","BHR",1990,-2.33903420523,4229787234.04255,495931
"164","Bahrain","BHR",1991,-1.29630696549,4616223404.25532,509765
"165","Bahrain","BHR",1992,-3.99686520376,4751063829.78723,523087
"166","Bahrain","BHR",1993,-3.31406945226,5200265957.44681,536213
"167","Bahrain","BHR",1994,-6.42495431236,5567553457.44681,549588
"168","Bahrain","BHR",1995,-3.12812599473,5849467819.14894,563699
"169","Bahrain","BHR",1996,0.27895219801,6101861436.17021,578668
"170","Bahrain","BHR",1997,1.889163411,6349202393.61702,594930
"171","Bahrain","BHR",1998,-6.08145886198,6183776595.74468,613702
"172","Bahrain","BHR",1999,-2.53866248398,6621010372.34043,636545
"173","Bahrain","BHR",2000,7.49196000884,9062906914.89362,664614
"174","Bahrain","BHR",2001,3.97326964329,8976207712.76596,697549
"175","Bahrain","BHR",2002,-0.792447659039,9632155053.19149,735148
"176","Bahrain","BHR",2003,1.77467910428,11074822074.4681,778711
"177","Bahrain","BHR",2004,4.51818556544,13150166755.3191,829848
"178","Bahrain","BHR",2005,6.54815868243,15968726861.7021,889168
"179","Bahrain","BHR",2006,3.98841627503,18505053191.4894,958414
"180","Bahrain","BHR",2007,3.36368333712,2.173e+10,1035891
"181","Bahrain","BHR",2008,5.4826121488,25710877659.5745,1114590
"182","Bahrain","BHR",2009,-4.37704425741,22938218085.1064,1185029
"183","Bahrain","BHR",2010,-4.77948819789,25713271276.5957,1240862
"184","Bahrain","BHR",2011,-0.534621347604,28776595744.6809,1278269
"185","Bahrain","BHR",2013,0.679396903674,32539547872.3404,1315411
"186","Bangladesh","BGD",2001,-0.570927482606,53991289844.3291,134107160
"187","Bangladesh","BGD",2002,-0.151864704258,54724081490.5102,136600667
"188","Bangladesh","BGD",2003,-0.104760791938,60158929188.2556,139019001
"189","Bangladesh","BGD",2004,-0.63112206296,65108544250.0425,141307489
"190","Bangladesh","BGD",2005,-0.970706746206,69442943089.4309,143431101
"191","Bangladesh","BGD",2006,-1.24079739303,71819083683.7403,145368004
"192","Bangladesh","BGD",2007,-1.14512894423,79611888213.148,147139191
"193","Bangladesh","BGD",2008,-0.829757737693,91631278239.3237,148805814
"194","Bangladesh","BGD",2009,-1.44315774649,102477791472.39,150454708
"195","Bangladesh","BGD",2010,-0.813674182833,115279077465.226,152149102
"196","Bangladesh","BGD",2011,-0.805802481861,128637938711.386,153911916
"197","Barbados","BRB",2003,-2.35314516031,3274850000,272258
"198","Barbados","BRB",2004,-1.73282116944,3514350000,273091
"199","Barbados","BRB",2005,-2.34522095151,3897300000,274009
"200","Barbados","BRB",2006,-1.73955200778,4246600000,275039
"201","Barbados","BRB",2007,-8.08909042224,4523750000,276150
"202","Barbados","BRB",2008,-4.97549494015,4607300000,277319
"203","Barbados","BRB",2009,-6.27067850934,4434050000,278470
"204","Barbados","BRB",2010,-7.95974809358,4461650000,279569
"205","Barbados","BRB",2011,-4.58745214548,4660900000,280601
"206","Barbados","BRB",2012,-9.91021405054,4656350000,281585
"207","Barbados","BRB",2013,-12.2415165616,4612500000,282509
"208","Belarus","BLR",1992,-4.75932936723,17120370370.3704,10216000
"209","Belarus","BLR",1993,-3.58259245727,16286280991.7355,10239000
"210","Belarus","BLR",1994,-1.82654047614,14932192010.7419,10227000
"211","Belarus","BLR",1995,-2.65266147512,13972630803.5817,10194000
"212","Belarus","BLR",1996,-1.83559981484,14756861538.4615,10160000
"213","Belarus","BLR",1997,-1.06932337341,14128412417.193,10117000
"214","Belarus","BLR",1998,-0.944384415485,15222014828.3039,10069000
"215","Belarus","BLR",1999,-1.9049896405,12138485328.6267,10026738
"216","Belarus","BLR",2000,0.0690840613983,12736856827.9847,9979610
"217","Belarus","BLR",2001,-0.826928004099,12354820143.8849,9928549
"218","Belarus","BLR",2002,1.13151964741,14594925392.9691,9865548
"219","Belarus","BLR",2003,-1.05605448409,17825436034.5366,9796749
"220","Belarus","BLR",2004,-0.135392204322,23141587717.7633,9730146
"221","Belarus","BLR",2005,0.224817150296,30210091836.8294,9663915
"222","Belarus","BLR",2006,1.46858342059,36961821893.6976,9604924
"223","Belarus","BLR",2007,0.431508710414,45275747860.6442,9560953
"224","Belarus","BLR",2008,2.37262158951,60763483146.0674,9527985
"225","Belarus","BLR",2009,0.219965068953,49209523809.5238,9506765
"226","Belarus","BLR",2010,-1.50065169921,57222490768.7143,9490583
"227","Belarus","BLR",2011,1.72645702938,61757788944.7236,9473172
"228","Belarus","BLR",2012,0.0884953960127,65685102554.8759,9464495
"229","Belgium","BEL",1995,-4.36228829578,289567323481.117,10136811
"230","Belgium","BEL",1996,-4.18200257477,281358175895.766,10156637
"231","Belgium","BEL",1997,-2.5679186083,254813599458.728,10181245
"232","Belgium","BEL",1998,-1.7767495552,260601911535.897,10203008
"233","Belgium","BEL",1999,-1.36431009311,260202429149.798,10226419
"234","Belgium","BEL",2000,-0.411351472764,237904919845.218,10251250
"235","Belgium","BEL",2001,-0.826673890469,237841968680.09,10286570
"236","Belgium","BEL",2002,-0.078454171923,258860436664.784,10332785
"237","Belgium","BEL",2003,-2.07488756532,319002821670.429,10376133
"238","Belgium","BEL",2004,-0.454519575108,370885026074,10421137
"239","Belgium","BEL",2005,-3.06959332993,387365750528.541,10478617
"240","Belgium","BEL",2006,-0.173849422339,409813197842.178,10547958
"241","Belgium","BEL",2007,-0.803102871084,471821105940.323,10625700
"242","Belgium","BEL",2008,-1.5188693543,518625897172.99,10709973
"243","Belgium","BEL",2009,-4.84894531755,484552792442.345,10796493
"244","Belgium","BEL",2010,-3.15551039301,483548031197.108,10895586
"245","Belgium","BEL",2011,-3.61350123712,527008453886.929,11047744
"246","Belgium","BEL",2012,-3.56069346259,497884216568.867,11128246
"247","Belgium","BEL",2013,-2.44988858471,520925468952.938,11182817
"248","Belgium","BEL",2014,-2.59170645941,531075861047.287,11209057
"249","Belize","BLZ",1990,-0.614574506718,413050000,187552
"250","Belize","BLZ",1991,-5.60733898744,444720750,191126
"251","Belize","BLZ",1992,-7.45881582459,518239100,194317
"252","Belize","BLZ",1993,-7.86967058179,559858250,197616
"253","Belize","BLZ",1994,-6.60318418934,580863700,201674
"254","Belize","BLZ",1995,-3.49541813435,620140400,206963
"255","Belize","BLZ",1996,-1.98391353196,641383800,213676
"256","Belize","BLZ",1997,-1.26407131373,654314350,221606
"257","Belize","BLZ",1998,-1.64994551101,688992450,230284
"258","Belize","BLZ",1999,-3.48844977296,732732350,239026
"259","Belize","BLZ",2000,-5.74006506284,832072450,247315
"260","Belize","BLZ",2001,-10.3754545165,871860600,254984
"261","Belize","BLZ",2002,-7.02062839723,932551850,262206
"262","Belize","BLZ",2003,-7.99025597011,990374050,269130
"263","Belize","BLZ",2004,-9.52502717777,1057845500,276089
"264","Belize","BLZ",2005,-3.39772107894,1114222550,283277
"265","Belize","BLZ",2006,-4.13214705931,1217467600,290747
"266","Belize","BLZ",2007,-0.620126783111,1290573400,298407
"267","Belize","BLZ",2008,0.378591610712,1368625150,306165
"268","Belize","BLZ",2009,-1.21473592368,1336957250,313929
"269","Belize","BLZ",2010,-1.22123224853,1397113450,321608
"270","Belize","BLZ",2011,-1.447421939,1486712300,329192
"271","Belize","BLZ",2012,-0.198586855933,1573618750,336701
"272","Benin","BEN",2001,0.604279723687,2680213931.46472,7076733
"273","Benin","BEN",2002,-0.0635543626116,3054571081.6912,7295394
"274","Benin","BEN",2003,-1.67025619231,3905366187.87017,7520555
"275","Benin","BEN",2004,0.823534878004,4521424807.22519,7750004
"276","Benin","BEN",2005,-0.559963818968,4803702821.08055,7982225
"277","Benin","BEN",2006,2.22571462405,5142380779.44103,8216896
"278","Benin","BEN",2007,8.29341377305,5969535131.58016,8454791
"279","Benin","BEN",2008,2.37819084186,7132787396.66547,8696916
"280","Benin","BEN",2009,-0.963175700346,7097198711.61023,8944706
"281","Benin","BEN",2010,1.94308677782,6970240895.49888,9199259
"282","Benin","BEN",2011,2.55548602096,7814081155.64988,9460802
"283","Benin","BEN",2012,1.5831302398,8152554487.31321,9729160
"284","Benin","BEN",2013,2.73710870107,9156748441.42175,10004451
"285","Bhutan","BTN",1990,-5.8312812405,299787275.842376,537280
"286","Bhutan","BTN",1991,-0.0510020818698,250045839.929639,537284
"287","Bhutan","BTN",1992,-2.23979676429,250794359.567901,531525
"288","Bhutan","BTN",1993,6.74385595614,235239570.350935,523117
"289","Bhutan","BTN",1994,2.72511796318,270801565.189672,516503
"290","Bhutan","BTN",1995,-0.0508749276737,303053462.843047,514877
"291","Bhutan","BTN",1996,3.02119624725,316420860.852385,519282
"292","Bhutan","BTN",1997,0.193405096909,365964500.137703,528754
"293","Bhutan","BTN",1998,2.3204534634,376955087.251575,542155
"294","Bhutan","BTN",1999,-2.02009767186,419035810.496981,557543
"295","Bhutan","BTN",2000,-2.40527719946,439158233.199822,573416
"296","Bhutan","BTN",2001,-9.02951798049,476360697.181606,589600
"297","Bhutan","BTN",2002,-3.6532856212,537050133.717342,606399
"298","Bhutan","BTN",2003,-9.83685839376,622026107.771576,623434
"299","Bhutan","BTN",2004,2.01829774698,702682018.976169,640282
"300","Bhutan","BTN",2005,-0.986881712345,818869145.124717,656639
"301","Bhutan","BTN",2006,1.32243772092,897731524.929922,672228
"302","Bhutan","BTN",2007,2.46223749865,1196091805.02316,686958
"303","Bhutan","BTN",2008,-1.3858468508,1258332337.28382,700950
"304","Bhutan","BTN",2009,0.500463893109,1264758197.96593,714458
"305","Bolivia","BOL",1986,1.34301054342,3959379487.6064,6337893
"306","Bolivia","BOL",1987,1.00286555401,4347956298.51327,6464732
"307","Bolivia","BOL",1988,1.63342742122,4597615562.66594,6592787
"308","Bolivia","BOL",1989,0.686156018486,4715978868.21613,6723046
"309","Bolivia","BOL",1990,0.536160531125,4867582620.20708,6856244
"310","Bolivia","BOL",1991,1.87694750945,5343274311.56789,6992521
"311","Bolivia","BOL",1992,-0.0785863327193,5643893347.00679,7131707
"312","Bolivia","BOL",1993,0.881476238839,5734676560.92471,7273825
"313","Bolivia","BOL",1994,0.304309448769,5981244886.917,7418861
"314","Bolivia","BOL",1995,0.286644302,6715220507.05164,7566714
"315","Bolivia","BOL",1996,1.24731439119,7396966657.47054,7717443
"316","Bolivia","BOL",1997,-0.750170505303,7925673448.41368,7870855
"317","Bolivia","BOL",1998,-0.494849401544,8497545598.08352,8026254
"318","Bolivia","BOL",1999,-0.565244228803,8285075872.27307,8182712
"319","Bolivia","BOL",2000,-0.903357640349,8397912509.09679,8339512
"320","Bolivia","BOL",2001,-4.79805597761,8141537937.61068,8496375
"321","Bolivia","BOL",2002,-6.70301107752,7905485216.17852,8653345
"322","Bolivia","BOL",2003,-5.3939887541,8082364868.39357,8810420
"323","Bolivia","BOL",2004,-2.78386932213,8773451738.91129,8967741
"324","Bolivia","BOL",2005,0.0906965827985,9549077869.1065,9125409
"325","Bolivia","BOL",2006,15.0087700112,11451869164.7112,9283334
"326","Bolivia","BOL",2007,4.20350533414,13120159975.5451,9441444
"327","Bosnia and Herzegovina","BIH",2005,2.00762530314,11225138297.1959,3781530
"328","Bosnia and Herzegovina","BIH",2006,2.74531079891,12866524918.2221,3779468
"329","Bosnia and Herzegovina","BIH",2007,0.916692307856,15776422673.198,3774000
"330","Bosnia and Herzegovina","BIH",2008,-1.60602816668,19112739664.4697,3763599
"331","Bosnia and Herzegovina","BIH",2009,-4.18507014726,17613836209.9581,3746561
"332","Bosnia and Herzegovina","BIH",2010,-2.17485314342,17176781336.7644,3722084
"333","Bosnia and Herzegovina","BIH",2011,-0.920115186679,18644723860.9709,3688865
"334","Bosnia and Herzegovina","BIH",2012,-1.49650436308,17226849297.07,3648200
"335","Bosnia and Herzegovina","BIH",2013,-1.97490309738,18178503835.4491,3604999
"336","Bosnia and Herzegovina","BIH",2014,-0.272847141448,18558343508.3435,3566002
"337","Botswana","BWA",1990,19.0847022624,3790567051.86778,1377912
"338","Botswana","BWA",1991,16.9080701314,3942792837.35655,1416731
"339","Botswana","BWA",1992,15.8255124087,4146513722.33019,1455833
"340","Botswana","BWA",1993,13.9380703262,4160086253.1468,1494693
"341","Botswana","BWA",1994,3.56199604709,4259330999.03151,1532622
"342","Botswana","BWA",1995,4.99382348904,4730611067.02258,1569094
"343","Botswana","BWA",1996,9.76177326574,4847752842.78924,1604060
"344","Botswana","BWA",2006,12.5005538693,10126940513.3125,1884238
"345","Botswana","BWA",2007,5.21618943802,10939053367.1521,1914414
"346","Botswana","BWA",2008,-6.54767261681,10945070441.9283,1946351
"347","Botswana","BWA",2009,-12.1246081638,10267133177.7334,1979882
"348","Botswana","BWA",2010,-7.54224822155,12786654365.8738,2014866
"349","Botswana","BWA",2011,-0.398989116918,15682926895.9668,2051339
"350","Botswana","BWA",2012,1.36329270036,14686278707.4589,2089315
"351","Brazil","BRA",1990,-3.38547730208,461951782000,149352145
"352","Brazil","BRA",1991,1.50796355561,6.0286e+11,151976577
"353","Brazil","BRA",1992,-2.11260210343,400599250000,154564278
"354","Brazil","BRA",1993,-6.93010952941,437798577639.752,157132682
"355","Brazil","BRA",1994,-2.66277280613,558111997497.263,159705123
"356","Brazil","BRA",1997,-0.00698464114174,883199443413.729,167545164
"357","Brazil","BRA",1998,-3.58592409473,863723395088.324,170170640
"358","Brazil","BRA",1999,-2.47260046162,599388879704.634,172759243
"359","Brazil","BRA",2000,-1.80412458287,655421153320.579,175287587
"360","Brazil","BRA",2001,-2.0580317659,559372502338.237,177750670
"361","Brazil","BRA",2002,-1.15821268023,507962741819.919,180151021
"362","Brazil","BRA",2003,-4.29288792627,558320116997.075,182482149
"363","Brazil","BRA",2004,-1.83968628728,669316239316.239,184738458
"364","Brazil","BRA",2005,-3.55544122361,891629970423.924,186917361
"365","Brazil","BRA",2006,-2.83731092805,1107640325472.35,189012412
"366","Brazil","BRA",2007,-1.83023519883,1397084381901.29,191026637
"367","Brazil","BRA",2008,-1.17853378953,1695824517395.57,192979029
"368","Brazil","BRA",2009,-3.37247505334,1667019605881.76,194895996
"369","Brazil","BRA",2010,-1.61896381198,2208871646202.82,196796269
"370","Brazil","BRA",2011,-2.44605507233,2616201578192.25,198686688
"371","Brazil","BRA",2012,-1.80409842704,2465188674415.03,200560983
"372","Bulgaria","BGR",1990,-5.04950364172,20632090909.0909,8718289
"373","Bulgaria","BGR",1991,-3.35298452469,10943548387.0968,8632367
"374","Bulgaria","BGR",1992,-4.89442231076,10350515463.9175,8540164
"375","Bulgaria","BGR",1993,-11.3449314152,10829710144.9275,8472313
"376","Bulgaria","BGR",1994,-5.03557838661,9697416974.16974,8443591
"377","Bulgaria","BGR",1995,-5.13326695995,13063422619.0476,8406067
"378","Bulgaria","BGR",1996,-14.8467330159,10109404159.6402,8362826
"379","Bulgaria","BGR",1997,-0.377813386571,11195630536.8928,8312068
"380","Bulgaria","BGR",1998,1.17646987339,14630974778.4594,8256786
"381","Bulgaria","BGR",1999,0.391989444141,13495062850.302,8210624
"382","Bulgaria","BGR",2000,-0.3757334639,13148099185.2305,8170172
"383","Bulgaria","BGR",2001,0.193362778056,14135393875.5893,8009142
"384","Bulgaria","BGR",2002,-0.520002095323,16360346653.8276,7837161
"385","Bulgaria","BGR",2003,0.184468492847,21074775206.3254,7775327
"386","Bulgaria","BGR",2004,1.5216448784,26094622563.6468,7716860
"387","Bulgaria","BGR",2005,3.13935120193,29821662537.3229,7658972
"388","Bulgaria","BGR",2006,3.11531903561,34304448149.8108,7601022
"389","Bulgaria","BGR",2007,3.13329013512,44765733379.986,7545338
"390","Bulgaria","BGR",2008,2.92054692615,54409138498.3548,7492561
"391","Bulgaria","BGR",2009,-0.0887584301118,51884481410.3931,7444443
"392","Bulgaria","BGR",2010,-3.3159972739,50610031135.7791,7395599
"393","Bulgaria","BGR",2011,-1.89770047652,57418391041.5926,7348328
"394","Bulgaria","BGR",2012,-0.761260591914,53903028252.2996,7305888
"395","Burkina Faso","BFA",2002,-4.57973792222,3205592289.79773,12293100
"396","Burkina Faso","BFA",2003,-2.02936395841,4205691222.11396,12654621
"397","Burkina Faso","BFA",2004,-4.43562520942,4838551099.70985,13030569
"398","Burkina Faso","BFA",2005,-5.3966582418,5462709498.45119,13421930
"399","Burkina Faso","BFA",2006,-5.8567988996,5844669845.53733,13829177
"400","Burkina Faso","BFA",2007,-5.41986673718,6771277870.96412,14252021
"401","Burkina Faso","BFA",2008,-3.94763569134,8369637065.40255,14689726
"402","Burkina Faso","BFA",2009,-4.679351004,8369175126.25316,15141099
"403","Burkina Faso","BFA",2010,-4.54394107633,8979966766.07232,15605217
"404","Burkina Faso","BFA",2011,-2.29426148231,10724063457.8326,16081904
"405","Burkina Faso","BFA",2012,-3.11254446783,11166063466.5623,16571216
